image_path,original_path,severity,response_label
data/processed/NORMAL SKIN/22.9.jpg,data/raw/NORMAL SKIN/22.9.jpg,Mild,0
data/processed/NORMAL SKIN/23.7.jpg,data/raw/NORMAL SKIN/23.7.jpg,Mild,0
data/processed/NORMAL SKIN/24.7.jpg,data/raw/NORMAL SKIN/24.7.jpg,Mild,0
data/processed/NORMAL SKIN/25.2.jpg,data/raw/NORMAL SKIN/25.2.jpg,Mild,0
data/processed/NORMAL SKIN/26.10.jpg,data/raw/NORMAL SKIN/26.10.jpg,Mild,0
data/processed/NORMAL SKIN/26.2.jpg,data/raw/NORMAL SKIN/26.2.jpg,Mild,0
data/processed/NORMAL SKIN/26.3.jpg,data/raw/NORMAL SKIN/26.3.jpg,Mild,0
data/processed/NORMAL SKIN/27.1.jpg,data/raw/NORMAL SKIN/27.1.jpg,Mild,0
data/processed/NORMAL SKIN/27.4.jpg,data/raw/NORMAL SKIN/27.4.jpg,Mild,0
data/processed/NORMAL SKIN/27.7.jpg,data/raw/NORMAL SKIN/27.7.jpg,Mild,0
data/processed/NORMAL SKIN/27.9.jpg,data/raw/NORMAL SKIN/27.9.jpg,Mild,0
data/processed/NORMAL SKIN/28.5.jpg,data/raw/NORMAL SKIN/28.5.jpg,Mild,0
data/processed/NORMAL SKIN/28.8.jpg,data/raw/NORMAL SKIN/28.8.jpg,Mild,0
data/processed/NORMAL SKIN/29.1.jpg,data/raw/NORMAL SKIN/29.1.jpg,Mild,0
data/processed/NORMAL SKIN/29.5.jpg,data/raw/NORMAL SKIN/29.5.jpg,Mild,0
data/processed/NORMAL SKIN/29.6.jpg,data/raw/NORMAL SKIN/29.6.jpg,Mild,0
data/processed/NORMAL SKIN/29.8.jpg,data/raw/NORMAL SKIN/29.8.jpg,Mild,0
data/processed/NORMAL SKIN/3.4.jpg,data/raw/NORMAL SKIN/3.4.jpg,Mild,0
data/processed/NORMAL SKIN/30.10.jpg,data/raw/NORMAL SKIN/30.10.jpg,Mild,0
data/processed/NORMAL SKIN/30.5.jpg,data/raw/NORMAL SKIN/30.5.jpg,Mild,0
data/processed/NORMAL SKIN/30.9.jpg,data/raw/NORMAL SKIN/30.9.jpg,Mild,0
data/processed/NORMAL SKIN/32.1.jpg,data/raw/NORMAL SKIN/32.1.jpg,Mild,0
data/processed/NORMAL SKIN/32.4.jpg,data/raw/NORMAL SKIN/32.4.jpg,Mild,0
data/processed/NORMAL SKIN/32.7.jpg,data/raw/NORMAL SKIN/32.7.jpg,Mild,0
data/processed/NORMAL SKIN/32.9.png,data/raw/NORMAL SKIN/32.9.png,Mild,0
data/processed/NORMAL SKIN/33.7.jpg,data/raw/NORMAL SKIN/33.7.jpg,Mild,0
data/processed/NORMAL SKIN/35.2.jpg,data/raw/NORMAL SKIN/35.2.jpg,Mild,0
data/processed/NORMAL SKIN/4.1.jpg,data/raw/NORMAL SKIN/4.1.jpg,Mild,0
data/processed/NORMAL SKIN/5.1.jpg,data/raw/NORMAL SKIN/5.1.jpg,Mild,0
data/processed/NORMAL SKIN/5.2.jpg,data/raw/NORMAL SKIN/5.2.jpg,Mild,0
data/processed/NORMAL SKIN/5.9.jpg,data/raw/NORMAL SKIN/5.9.jpg,Mild,0
data/processed/NORMAL SKIN/6.1.jpg,data/raw/NORMAL SKIN/6.1.jpg,Mild,0
data/processed/NORMAL SKIN/6.2.jpg,data/raw/NORMAL SKIN/6.2.jpg,Mild,0
data/processed/NORMAL SKIN/6.5.jpg,data/raw/NORMAL SKIN/6.5.jpg,Mild,0
data/processed/NORMAL SKIN/6.6.jpg,data/raw/NORMAL SKIN/6.6.jpg,Mild,0
data/processed/NORMAL SKIN/6.7.jpg,data/raw/NORMAL SKIN/6.7.jpg,Mild,0
data/processed/NORMAL SKIN/6.8.jpg,data/raw/NORMAL SKIN/6.8.jpg,Mild,0
data/processed/NORMAL SKIN/7.10.jpg,data/raw/NORMAL SKIN/7.10.jpg,Mild,0
data/processed/NORMAL SKIN/7.5.jpg,data/raw/NORMAL SKIN/7.5.jpg,Mild,0
data/processed/NORMAL SKIN/7.9.jpg,data/raw/NORMAL SKIN/7.9.jpg,Mild,0
data/processed/NORMAL SKIN/8.1.jpg,data/raw/NORMAL SKIN/8.1.jpg,Mild,0
data/processed/NORMAL SKIN/8.10.jpg,data/raw/NORMAL SKIN/8.10.jpg,Mild,0
data/processed/NORMAL SKIN/8.2.jpg,data/raw/NORMAL SKIN/8.2.jpg,Mild,0
data/processed/NORMAL SKIN/8.7.jpg,data/raw/NORMAL SKIN/8.7.jpg,Mild,0
data/processed/NORMAL SKIN/8.9.jpg,data/raw/NORMAL SKIN/8.9.jpg,Mild,0
data/processed/NORMAL SKIN/9.1.jpg,data/raw/NORMAL SKIN/9.1.jpg,Mild,0
data/processed/NORMAL SKIN/9.2.jpg,data/raw/NORMAL SKIN/9.2.jpg,Mild,0
data/processed/NORMAL SKIN/9.3.jpg,data/raw/NORMAL SKIN/9.3.jpg,Mild,0
data/processed/NORMAL SKIN/Image_10.jpg,data/raw/NORMAL SKIN/Image_10.jpg,Mild,0
data/processed/NORMAL SKIN/Image_11.jpg,data/raw/NORMAL SKIN/Image_11.jpg,Mild,0
data/processed/NORMAL SKIN/Image_12.3.jpg,data/raw/NORMAL SKIN/Image_12.3.jpg,Mild,0
data/processed/NORMAL SKIN/Image_12.4.jpg,data/raw/NORMAL SKIN/Image_12.4.jpg,Mild,0
data/processed/NORMAL SKIN/Image_12.5.jpg,data/raw/NORMAL SKIN/Image_12.5.jpg,Mild,0
data/processed/NORMAL SKIN/Image_12.6.jpg,data/raw/NORMAL SKIN/Image_12.6.jpg,Mild,0
data/processed/NORMAL SKIN/Image_12.jpg,data/raw/NORMAL SKIN/Image_12.jpg,Mild,0
data/processed/NORMAL SKIN/Image_15.1.jpg,data/raw/NORMAL SKIN/Image_15.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_15.2.jpg,data/raw/NORMAL SKIN/Image_15.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_15.jpg,data/raw/NORMAL SKIN/Image_15.jpg,Mild,0
data/processed/NORMAL SKIN/Image_17.1.jpg,data/raw/NORMAL SKIN/Image_17.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_17.2.jpg,data/raw/NORMAL SKIN/Image_17.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_17.3.jpg,data/raw/NORMAL SKIN/Image_17.3.jpg,Mild,0
data/processed/NORMAL SKIN/Image_17.4.jpg,data/raw/NORMAL SKIN/Image_17.4.jpg,Mild,0
data/processed/NORMAL SKIN/Image_17.jpg,data/raw/NORMAL SKIN/Image_17.jpg,Mild,0
data/processed/NORMAL SKIN/Image_18.1.jpg,data/raw/NORMAL SKIN/Image_18.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_18.2.jpg,data/raw/NORMAL SKIN/Image_18.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_20.jpg,data/raw/NORMAL SKIN/Image_20.jpg,Mild,0
data/processed/NORMAL SKIN/Image_23.2.jpg,data/raw/NORMAL SKIN/Image_23.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_23.jpg,data/raw/NORMAL SKIN/Image_23.jpg,Mild,0
data/processed/NORMAL SKIN/Image_24.1.jpg,data/raw/NORMAL SKIN/Image_24.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_24.2.jpg,data/raw/NORMAL SKIN/Image_24.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_24.jpg,data/raw/NORMAL SKIN/Image_24.jpg,Mild,0
data/processed/NORMAL SKIN/Image_25.jpg,data/raw/NORMAL SKIN/Image_25.jpg,Mild,0
data/processed/NORMAL SKIN/Image_26.jpg,data/raw/NORMAL SKIN/Image_26.jpg,Mild,0
data/processed/NORMAL SKIN/Image_27.jpg,data/raw/NORMAL SKIN/Image_27.jpg,Mild,0
data/processed/NORMAL SKIN/Image_28.jpg,data/raw/NORMAL SKIN/Image_28.jpg,Mild,0
data/processed/NORMAL SKIN/Image_29.jpg,data/raw/NORMAL SKIN/Image_29.jpg,Mild,0
data/processed/NORMAL SKIN/Image_30.jpg,data/raw/NORMAL SKIN/Image_30.jpg,Mild,0
data/processed/NORMAL SKIN/Image_35.jpg,data/raw/NORMAL SKIN/Image_35.jpg,Mild,0
data/processed/NORMAL SKIN/Image_36.jpg,data/raw/NORMAL SKIN/Image_36.jpg,Mild,0
data/processed/NORMAL SKIN/Image_37.jpg,data/raw/NORMAL SKIN/Image_37.jpg,Mild,0
data/processed/NORMAL SKIN/Image_38.jpg,data/raw/NORMAL SKIN/Image_38.jpg,Mild,0
data/processed/NORMAL SKIN/Image_39.jpg,data/raw/NORMAL SKIN/Image_39.jpg,Mild,0
data/processed/NORMAL SKIN/Image_4.1.jpg,data/raw/NORMAL SKIN/Image_4.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_4.2.jpg,data/raw/NORMAL SKIN/Image_4.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_4.4.jpg,data/raw/NORMAL SKIN/Image_4.4.jpg,Mild,0
data/processed/NORMAL SKIN/Image_4.jpg,data/raw/NORMAL SKIN/Image_4.jpg,Mild,0
data/processed/NORMAL SKIN/Image_42.jpg,data/raw/NORMAL SKIN/Image_42.jpg,Mild,0
data/processed/NORMAL SKIN/Image_43.jpg,data/raw/NORMAL SKIN/Image_43.jpg,Mild,0
data/processed/NORMAL SKIN/Image_44.jpg,data/raw/NORMAL SKIN/Image_44.jpg,Mild,0
data/processed/NORMAL SKIN/Image_45.jpg,data/raw/NORMAL SKIN/Image_45.jpg,Mild,0
data/processed/NORMAL SKIN/Image_47.jpg,data/raw/NORMAL SKIN/Image_47.jpg,Mild,0
data/processed/NORMAL SKIN/Image_49.jpg,data/raw/NORMAL SKIN/Image_49.jpg,Mild,0
data/processed/NORMAL SKIN/Image_5.jpg,data/raw/NORMAL SKIN/Image_5.jpg,Mild,0
data/processed/NORMAL SKIN/Image_50.jpg,data/raw/NORMAL SKIN/Image_50.jpg,Mild,0
data/processed/NORMAL SKIN/Image_51.jpg,data/raw/NORMAL SKIN/Image_51.jpg,Mild,0
data/processed/NORMAL SKIN/Image_6.1.jpg,data/raw/NORMAL SKIN/Image_6.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_6.2.jpg,data/raw/NORMAL SKIN/Image_6.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_6.jpg,data/raw/NORMAL SKIN/Image_6.jpg,Mild,0
data/processed/NORMAL SKIN/Image_7.1.jpg,data/raw/NORMAL SKIN/Image_7.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_7.jpg,data/raw/NORMAL SKIN/Image_7.jpg,Mild,0
data/processed/NORMAL SKIN/Image_8.1.jpg,data/raw/NORMAL SKIN/Image_8.1.jpg,Mild,0
data/processed/NORMAL SKIN/Image_8.jpg,data/raw/NORMAL SKIN/Image_8.jpg,Mild,0
data/processed/NORMAL SKIN/Image_9.2.jpg,data/raw/NORMAL SKIN/Image_9.2.jpg,Mild,0
data/processed/NORMAL SKIN/Image_9.jpg,data/raw/NORMAL SKIN/Image_9.jpg,Mild,0
data/processed/NORMAL SKIN/Img2.jpg,data/raw/NORMAL SKIN/Img2.jpg,Mild,0
data/processed/NORMAL SKIN/img1 (2).jpg,data/raw/NORMAL SKIN/img1 (2).jpg,Mild,0
data/processed/NORMAL SKIN/img100.jpg,data/raw/NORMAL SKIN/img100.jpg,Mild,0
data/processed/NORMAL SKIN/img101.jpg,data/raw/NORMAL SKIN/img101.jpg,Mild,0
data/processed/NORMAL SKIN/img104.jpg,data/raw/NORMAL SKIN/img104.jpg,Mild,0
data/processed/NORMAL SKIN/img105.png,data/raw/NORMAL SKIN/img105.png,Mild,0
data/processed/NORMAL SKIN/img11.jpg,data/raw/NORMAL SKIN/img11.jpg,Mild,0
data/processed/NORMAL SKIN/img117.png,data/raw/NORMAL SKIN/img117.png,Mild,0
data/processed/NORMAL SKIN/img118.png,data/raw/NORMAL SKIN/img118.png,Mild,0
data/processed/NORMAL SKIN/img119.png,data/raw/NORMAL SKIN/img119.png,Mild,0
data/processed/NORMAL SKIN/img120.png,data/raw/NORMAL SKIN/img120.png,Mild,0
data/processed/NORMAL SKIN/img121.png,data/raw/NORMAL SKIN/img121.png,Mild,0
data/processed/NORMAL SKIN/img122.png,data/raw/NORMAL SKIN/img122.png,Mild,0
data/processed/NORMAL SKIN/img123.png,data/raw/NORMAL SKIN/img123.png,Mild,0
data/processed/NORMAL SKIN/img124.png,data/raw/NORMAL SKIN/img124.png,Mild,0
data/processed/NORMAL SKIN/img125.png,data/raw/NORMAL SKIN/img125.png,Mild,0
data/processed/NORMAL SKIN/img126.png,data/raw/NORMAL SKIN/img126.png,Mild,0
data/processed/NORMAL SKIN/img127.jpg,data/raw/NORMAL SKIN/img127.jpg,Mild,0
data/processed/NORMAL SKIN/img128.jpg,data/raw/NORMAL SKIN/img128.jpg,Mild,0
data/processed/NORMAL SKIN/img129.jpg,data/raw/NORMAL SKIN/img129.jpg,Mild,0
data/processed/NORMAL SKIN/img130.jpg,data/raw/NORMAL SKIN/img130.jpg,Mild,0
data/processed/NORMAL SKIN/img131.jpg,data/raw/NORMAL SKIN/img131.jpg,Mild,0
data/processed/NORMAL SKIN/img132.jpg,data/raw/NORMAL SKIN/img132.jpg,Mild,0
data/processed/NORMAL SKIN/img133.jpg,data/raw/NORMAL SKIN/img133.jpg,Mild,0
data/processed/NORMAL SKIN/img134.jpg,data/raw/NORMAL SKIN/img134.jpg,Mild,0
data/processed/NORMAL SKIN/img135.jpg,data/raw/NORMAL SKIN/img135.jpg,Mild,0
data/processed/NORMAL SKIN/img136.jpg,data/raw/NORMAL SKIN/img136.jpg,Mild,0
data/processed/NORMAL SKIN/img137.jpg,data/raw/NORMAL SKIN/img137.jpg,Mild,0
data/processed/NORMAL SKIN/img139.jpg,data/raw/NORMAL SKIN/img139.jpg,Mild,0
data/processed/NORMAL SKIN/img14.jpg,data/raw/NORMAL SKIN/img14.jpg,Mild,0
data/processed/NORMAL SKIN/img140.jpg,data/raw/NORMAL SKIN/img140.jpg,Mild,0
data/processed/NORMAL SKIN/img141.jpg,data/raw/NORMAL SKIN/img141.jpg,Mild,0
data/processed/NORMAL SKIN/img142.jpg,data/raw/NORMAL SKIN/img142.jpg,Mild,0
data/processed/NORMAL SKIN/img143.jpg,data/raw/NORMAL SKIN/img143.jpg,Mild,0
data/processed/NORMAL SKIN/img144.jpg,data/raw/NORMAL SKIN/img144.jpg,Mild,0
data/processed/NORMAL SKIN/img146.jpg,data/raw/NORMAL SKIN/img146.jpg,Mild,0
data/processed/NORMAL SKIN/img147.jpg,data/raw/NORMAL SKIN/img147.jpg,Mild,0
data/processed/NORMAL SKIN/img148.jpg,data/raw/NORMAL SKIN/img148.jpg,Mild,0
data/processed/NORMAL SKIN/img149.jpg,data/raw/NORMAL SKIN/img149.jpg,Mild,0
data/processed/NORMAL SKIN/img15.jpg,data/raw/NORMAL SKIN/img15.jpg,Mild,0
data/processed/NORMAL SKIN/img150.jpg,data/raw/NORMAL SKIN/img150.jpg,Mild,0
data/processed/NORMAL SKIN/img151.jpg,data/raw/NORMAL SKIN/img151.jpg,Mild,0
data/processed/NORMAL SKIN/img152.jpg,data/raw/NORMAL SKIN/img152.jpg,Mild,0
data/processed/NORMAL SKIN/img153.jpg,data/raw/NORMAL SKIN/img153.jpg,Mild,0
data/processed/NORMAL SKIN/img154.jpg,data/raw/NORMAL SKIN/img154.jpg,Mild,0
data/processed/NORMAL SKIN/img158.jpg,data/raw/NORMAL SKIN/img158.jpg,Mild,0
data/processed/NORMAL SKIN/img16.jpg,data/raw/NORMAL SKIN/img16.jpg,Mild,0
data/processed/NORMAL SKIN/img160.jpg,data/raw/NORMAL SKIN/img160.jpg,Mild,0
data/processed/NORMAL SKIN/img161.png,data/raw/NORMAL SKIN/img161.png,Mild,0
data/processed/NORMAL SKIN/img163.png,data/raw/NORMAL SKIN/img163.png,Mild,0
data/processed/NORMAL SKIN/img164.png,data/raw/NORMAL SKIN/img164.png,Mild,0
data/processed/NORMAL SKIN/img166.png,data/raw/NORMAL SKIN/img166.png,Mild,0
data/processed/NORMAL SKIN/img168.jpg,data/raw/NORMAL SKIN/img168.jpg,Mild,0
data/processed/NORMAL SKIN/img17.jpg,data/raw/NORMAL SKIN/img17.jpg,Mild,0
data/processed/NORMAL SKIN/img170.jpg,data/raw/NORMAL SKIN/img170.jpg,Mild,0
data/processed/NORMAL SKIN/img171.jpg,data/raw/NORMAL SKIN/img171.jpg,Mild,0
data/processed/NORMAL SKIN/img173.jpg,data/raw/NORMAL SKIN/img173.jpg,Mild,0
data/processed/NORMAL SKIN/img174.jpg,data/raw/NORMAL SKIN/img174.jpg,Mild,0
data/processed/NORMAL SKIN/img175.png,data/raw/NORMAL SKIN/img175.png,Mild,0
data/processed/NORMAL SKIN/img176.jpg,data/raw/NORMAL SKIN/img176.jpg,Mild,0
data/processed/NORMAL SKIN/img181.jpg,data/raw/NORMAL SKIN/img181.jpg,Mild,0
data/processed/NORMAL SKIN/img182.jpg,data/raw/NORMAL SKIN/img182.jpg,Mild,0
data/processed/NORMAL SKIN/img183.jpg,data/raw/NORMAL SKIN/img183.jpg,Mild,0
data/processed/NORMAL SKIN/img185.jpg,data/raw/NORMAL SKIN/img185.jpg,Mild,0
data/processed/NORMAL SKIN/img186.jpg,data/raw/NORMAL SKIN/img186.jpg,Mild,0
data/processed/NORMAL SKIN/img192.jpg,data/raw/NORMAL SKIN/img192.jpg,Mild,0
data/processed/NORMAL SKIN/img196.jpg,data/raw/NORMAL SKIN/img196.jpg,Mild,0
data/processed/NORMAL SKIN/img197.jpg,data/raw/NORMAL SKIN/img197.jpg,Mild,0
data/processed/NORMAL SKIN/img199.jpg,data/raw/NORMAL SKIN/img199.jpg,Mild,0
data/processed/NORMAL SKIN/img200.jpg,data/raw/NORMAL SKIN/img200.jpg,Mild,0
data/processed/NORMAL SKIN/img201.jpg,data/raw/NORMAL SKIN/img201.jpg,Mild,0
data/processed/NORMAL SKIN/img202.jpg,data/raw/NORMAL SKIN/img202.jpg,Mild,0
data/processed/NORMAL SKIN/img203.jpg,data/raw/NORMAL SKIN/img203.jpg,Mild,0
data/processed/NORMAL SKIN/img209.jpg,data/raw/NORMAL SKIN/img209.jpg,Mild,0
data/processed/NORMAL SKIN/img21.jpg,data/raw/NORMAL SKIN/img21.jpg,Mild,0
data/processed/NORMAL SKIN/img210.jpg,data/raw/NORMAL SKIN/img210.jpg,Mild,0
data/processed/NORMAL SKIN/img211.jpg,data/raw/NORMAL SKIN/img211.jpg,Mild,0
data/processed/NORMAL SKIN/img212.jpg,data/raw/NORMAL SKIN/img212.jpg,Mild,0
data/processed/NORMAL SKIN/img213.jpg,data/raw/NORMAL SKIN/img213.jpg,Mild,0
data/processed/NORMAL SKIN/img214.jpg,data/raw/NORMAL SKIN/img214.jpg,Mild,0
data/processed/NORMAL SKIN/img215.jpg,data/raw/NORMAL SKIN/img215.jpg,Mild,0
data/processed/NORMAL SKIN/img216.jpg,data/raw/NORMAL SKIN/img216.jpg,Mild,0
data/processed/NORMAL SKIN/img217.jpg,data/raw/NORMAL SKIN/img217.jpg,Mild,0
data/processed/NORMAL SKIN/img219.jpg,data/raw/NORMAL SKIN/img219.jpg,Mild,0
data/processed/NORMAL SKIN/img22.jpg,data/raw/NORMAL SKIN/img22.jpg,Mild,0
data/processed/NORMAL SKIN/img220.jpg,data/raw/NORMAL SKIN/img220.jpg,Mild,0
data/processed/NORMAL SKIN/img221.jpg,data/raw/NORMAL SKIN/img221.jpg,Mild,0
data/processed/NORMAL SKIN/img224.jpg,data/raw/NORMAL SKIN/img224.jpg,Mild,0
data/processed/NORMAL SKIN/img225.jpg,data/raw/NORMAL SKIN/img225.jpg,Mild,0
data/processed/NORMAL SKIN/img226.jpg,data/raw/NORMAL SKIN/img226.jpg,Mild,0
data/processed/NORMAL SKIN/img233.jpg,data/raw/NORMAL SKIN/img233.jpg,Mild,0
data/processed/NORMAL SKIN/img235.jpg,data/raw/NORMAL SKIN/img235.jpg,Mild,0
data/processed/NORMAL SKIN/img236.jpg,data/raw/NORMAL SKIN/img236.jpg,Mild,0
data/processed/NORMAL SKIN/img24.jpg,data/raw/NORMAL SKIN/img24.jpg,Mild,0
data/processed/NORMAL SKIN/img243.jpg,data/raw/NORMAL SKIN/img243.jpg,Mild,0
data/processed/NORMAL SKIN/img252.jpg,data/raw/NORMAL SKIN/img252.jpg,Mild,0
data/processed/NORMAL SKIN/img254.jpg,data/raw/NORMAL SKIN/img254.jpg,Mild,0
data/processed/NORMAL SKIN/img255.jpg,data/raw/NORMAL SKIN/img255.jpg,Mild,0
data/processed/NORMAL SKIN/img256.jpg,data/raw/NORMAL SKIN/img256.jpg,Mild,0
data/processed/NORMAL SKIN/img257.jpg,data/raw/NORMAL SKIN/img257.jpg,Mild,0
data/processed/NORMAL SKIN/img258.jpg,data/raw/NORMAL SKIN/img258.jpg,Mild,0
data/processed/NORMAL SKIN/img26.jpg,data/raw/NORMAL SKIN/img26.jpg,Mild,0
data/processed/NORMAL SKIN/img264.jpg,data/raw/NORMAL SKIN/img264.jpg,Mild,0
data/processed/NORMAL SKIN/img266.jpg,data/raw/NORMAL SKIN/img266.jpg,Mild,0
data/processed/NORMAL SKIN/img267.jpg,data/raw/NORMAL SKIN/img267.jpg,Mild,0
data/processed/NORMAL SKIN/img268.jpg,data/raw/NORMAL SKIN/img268.jpg,Mild,0
data/processed/NORMAL SKIN/img270.jpg,data/raw/NORMAL SKIN/img270.jpg,Mild,0
data/processed/NORMAL SKIN/img272.jpg,data/raw/NORMAL SKIN/img272.jpg,Mild,0
data/processed/NORMAL SKIN/img273.jpg,data/raw/NORMAL SKIN/img273.jpg,Mild,0
data/processed/NORMAL SKIN/img274.jpg,data/raw/NORMAL SKIN/img274.jpg,Mild,0
data/processed/NORMAL SKIN/img275.jpg,data/raw/NORMAL SKIN/img275.jpg,Mild,0
data/processed/NORMAL SKIN/img277.jpg,data/raw/NORMAL SKIN/img277.jpg,Mild,0
data/processed/NORMAL SKIN/img278.jpg,data/raw/NORMAL SKIN/img278.jpg,Mild,0
data/processed/NORMAL SKIN/img279.jpg,data/raw/NORMAL SKIN/img279.jpg,Mild,0
data/processed/NORMAL SKIN/img280.jpg,data/raw/NORMAL SKIN/img280.jpg,Mild,0
data/processed/NORMAL SKIN/img281.jpg,data/raw/NORMAL SKIN/img281.jpg,Mild,0
data/processed/NORMAL SKIN/img282.jpg,data/raw/NORMAL SKIN/img282.jpg,Mild,0
data/processed/NORMAL SKIN/img284.jpg,data/raw/NORMAL SKIN/img284.jpg,Mild,0
data/processed/NORMAL SKIN/img288.jpg,data/raw/NORMAL SKIN/img288.jpg,Mild,0
data/processed/NORMAL SKIN/img289.jpg,data/raw/NORMAL SKIN/img289.jpg,Mild,0
data/processed/NORMAL SKIN/img290.jpg,data/raw/NORMAL SKIN/img290.jpg,Mild,0
data/processed/NORMAL SKIN/img292.jpg,data/raw/NORMAL SKIN/img292.jpg,Mild,0
data/processed/NORMAL SKIN/img293.jpg,data/raw/NORMAL SKIN/img293.jpg,Mild,0
